"item","count","station_id_tally","date_tally","material","filename"
"Straw/Stirrer",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Tarp",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Tobacco Wrapper/Pieces",0,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Wrapper/Wrapper Pieces*",2,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Plastic Other (describe)",4,"17","44527","Plastic","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Binder, Jug",0,"17","44527",NA,"Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Natural (Cotton, Wool)",0,"17","44527","Fabric and Cloth","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Shoes",1,"17","44527","Fabric and Cloth","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Synthetic Fabric",0,"17","44527","Fabric and Cloth","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Tent/Sleeping bag",0,"17","44527","Fabric and Cloth","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Fabric Other (describe)",1,"17","44527","Fabric and Cloth","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Furniture/Appliances",1,"17","44527","Large Items","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Garbage Bags of Trash",0,"17","44527","Large Items","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Shopping Carts",0,"17","44527","Large Items","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Tires",0,"17","44527","Large Items","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Large Other  (describe)",3,"17","44527","Large Items","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Food Waste",0,"17","44527","Biodegradable","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Paper/ cardboard",0,"17","44527","Biodegradable","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Yard Waste/Leaf piles*",0,"17","44527","Biodegradable","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Biodegradable Other (describe)",0,"17","44527","Biodegradable","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Condoms",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Dead Animals",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Human Waste/Diapers/TP",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Medical waste",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Pet Waste",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Biohazard Other",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"PPO-Latex Gloves",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"PPO-Face Masks",0,"17","44527","Biohazard","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Bricks",1,"17","44527","Construction","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Concrete/Asphalt",55.0143113245722,"17","44527","Construction","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Fabricated Wood",0,"17","44527","Construction","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Rebar",0,"17","44527","Construction","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Construction Other (describe)",1,"17","44527","Construction","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Glass Bottles",1,"17","44527","Glass","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Glass Pieces*",1,"17","44527","Glass","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Glass Other (describe)",0,"17","44527","Glass","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Aluminum Foil pieces*",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Aluminum or Steel Cans",1,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Auto Parts",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Batteries - Akaline",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Batteries - Lithium",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Metal Bottle Caps",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Metal Pipe/Bar Segments",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Nails, Screws, Bolts, etc.",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Spray Paint Cans",1,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Wire (barb, chicken, etc.)",0,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Metal Other (describe)",4,"17","44527","Metal","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Grill",0,"17","44527",NA,"Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Ceramic Pots/Shards",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"E-waste",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Foam rubber",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Hose/Hose Pieces",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Mylar balloons",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Rubber/Rubber Pieces",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Sports Balls",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Waxed Paper Cups/Plates",0,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
"Misc. Other  (describe)",2,"17","44527","Miscellaneous","Site 17_11-27-2021/Data for Site #17 11-27-21.xlsx"
