"item","count","station_id_tally","date_tally","material","filename"
"Batteries - Akaline",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Batteries - Lithium",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Metal Bottle Caps",2,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Metal Pipe/Bar Segments",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Nails, Screws, Bolts, etc.",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Spray Paint Cans",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Wire (barb, chicken, etc.)",0,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Metal Other (describe)",1,"13.0","44538.0","Metal","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Ceramic Pots/Shards",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"E-waste",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Foam rubber",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Hose/Hose Pieces",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Mylar balloons",2,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Rubber/Rubber Pieces",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Sports Balls",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Waxed Paper Cups/Plates",1,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
"Misc. Other  (describe)",0,"13.0","44538.0","Miscellaneous","Site 13_12-8-2021/Site #13 12_8_21.xlsx"
