"item","count","station_id_tally","date_tally","material","filename"
"Glass Bottles",1,"3","44534","Glass","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Glass Pieces*",55,"3","44534","Glass","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Glass Other (describe)",0,"3","44534","Glass","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Aluminum Foil pieces*",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Aluminum or Steel Cans",2,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Auto Parts",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Batteries - Akaline",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Batteries - Lithium",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Metal Bottle Caps",1,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Metal Pipe/Bar Segments",1,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Nails, Screws, Bolts, etc.",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Spray Paint Cans",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Wire (barb, chicken, etc.)",0,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Metal Other (describe)",2,"3","44534","Metal","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"pliers, fishing weight on line",0,"3","44534",NA,"Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Ceramic Pots/Shards",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"E-waste",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Foam rubber",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Hose/Hose Pieces",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Mylar balloons",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Rubber/Rubber Pieces",1,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Sports Balls",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Waxed Paper Cups/Plates",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
"Misc. Other  (describe)",0,"3","44534","Miscellaneous","Site 3_12-04-2021/Data for Site #03 12-04-21.xlsx"
