"item","count","station_id_tally","date_tally","material","filename"
"Plastic Pipe",1,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Plastic Straw Wrapper",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Plates",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Single Use Container",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Soft Plastic Pieces*",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Straw/Stirrer",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Tarp",1,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Tobacco Wrapper/Pieces",0,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Wrapper/Wrapper Pieces*",8,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Plastic Other (describe)",3,"24.0","44499.0","Plastic","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"latex glove, VCR tape",0,"24.0","44499.0",NA,"Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Natural (Cotton, Wool)",0,"24.0","44499.0","Fabric and Cloth","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Shoes",1,"24.0","44499.0","Fabric and Cloth","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Synthetic Fabric",2,"24.0","44499.0","Fabric and Cloth","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Tent/Sleeping bag",0,"24.0","44499.0","Fabric and Cloth","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Fabric Other (describe)",0,"24.0","44499.0","Fabric and Cloth","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Furniture/Appliances",0,"24.0","44499.0","Large Items","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Garbage Bags of Trash",0,"24.0","44499.0","Large Items","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Shopping Carts",0,"24.0","44499.0","Large Items","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Tires",0,"24.0","44499.0","Large Items","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Large Other  (describe)",2,"24.0","44499.0","Large Items","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Food Waste",0,"24.0","44499.0","Biodegradable","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Paper/ cardboard",1,"24.0","44499.0","Biodegradable","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Yard Waste/Leaf piles*",0,"24.0","44499.0","Biodegradable","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Biodegradable Other (describe)",0,"24.0","44499.0","Biodegradable","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Condoms",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Dead Animals",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Human Waste/Diapers/TP",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Medical waste",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Pet Waste",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Biohazard Other",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"PPO-Latex Gloves",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"PPO-Face Masks",0,"24.0","44499.0","Biohazard","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Bricks",0,"24.0","44499.0","Construction","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Concrete/Asphalt",0,"24.0","44499.0","Construction","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Fabricated Wood",2,"24.0","44499.0","Construction","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Rebar",0,"24.0","44499.0","Construction","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Construction Other (describe)",0,"24.0","44499.0","Construction","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Glass Bottles",3,"24.0","44499.0","Glass","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Glass Pieces*",4,"24.0","44499.0","Glass","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Glass Other (describe)",0,"24.0","44499.0","Glass","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Aluminum Foil pieces*",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Aluminum or Steel Cans",1,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Auto Parts",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Batteries - Akaline",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Batteries - Lithium",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Metal Bottle Caps",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Metal Pipe/Bar Segments",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Nails, Screws, Bolts, etc.",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Spray Paint Cans",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Wire (barb, chicken, etc.)",2,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Metal Other (describe)",0,"24.0","44499.0","Metal","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Ceramic Pots/Shards",2,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"E-waste",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Foam rubber",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Hose/Hose Pieces",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Mylar balloons",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Rubber/Rubber Pieces",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Sports Balls",4,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Waxed Paper Cups/Plates",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
"Misc. Other  (describe)",0,"24.0","44499.0","Miscellaneous","Site 24_10-30-2021/Data for Site #24-relocated 10_30_21.xlsx"
