"item","count","station_id_tally","date_tally","material","filename"
"Plates",0,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Single Use Container",2,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Soft Plastic Pieces*",1,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Straw/Stirrer",0,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Tarp",0,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Tobacco Wrapper/Pieces",0,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Wrapper/Wrapper Pieces*",3,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Plastic Other (describe)",2,"25.0","44457.0","Plastic","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Natural (Cotton, Wool)",0,"25.0","44457.0","Fabric and Cloth","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Shoes",0,"25.0","44457.0","Fabric and Cloth","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Synthetic Fabric",0,"25.0","44457.0","Fabric and Cloth","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Tent/Sleeping bag",0,"25.0","44457.0","Fabric and Cloth","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Fabric Other (describe)",1,"25.0","44457.0","Fabric and Cloth","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Furniture/Appliances",0,"25.0","44457.0","Large Items","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Garbage Bags of Trash",0,"25.0","44457.0","Large Items","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Shopping Carts",0,"25.0","44457.0","Large Items","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Tires",0,"25.0","44457.0","Large Items","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Large Other  (describe)",0,"25.0","44457.0","Large Items","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Food Waste",1,"25.0","44457.0","Biodegradable","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Paper/ cardboard",7,"25.0","44457.0","Biodegradable","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Yard Waste/Leaf piles*",0,"25.0","44457.0","Biodegradable","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Biodegradable Other (describe)",0,"25.0","44457.0","Biodegradable","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Condoms",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Dead Animals",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Human Waste/Diapers/TP",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Medical waste",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Pet Waste",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Biohazard Other",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"PPO-Latex Gloves",0,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"PPO-Face Masks",1,"25.0","44457.0","Biohazard","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Bricks",0,"25.0","44457.0","Construction","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Concrete/Asphalt",0,"25.0","44457.0","Construction","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Fabricated Wood",0,"25.0","44457.0","Construction","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Rebar",0,"25.0","44457.0","Construction","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Construction Other (describe)",0,"25.0","44457.0","Construction","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Glass Bottles",0,"25.0","44457.0","Glass","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Glass Pieces*",0,"25.0","44457.0","Glass","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Glass Other (describe)",0,"25.0","44457.0","Glass","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Aluminum Foil pieces*",1,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Aluminum or Steel Cans",1,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Auto Parts",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Batteries - Akaline",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Batteries - Lithium",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Metal Bottle Caps",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Metal Pipe/Bar Segments",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Nails, Screws, Bolts, etc.",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Spray Paint Cans",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Wire (barb, chicken, etc.)",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Metal Other (describe)",0,"25.0","44457.0","Metal","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Ceramic Pots/Shards",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"E-waste",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Foam rubber",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Hose/Hose Pieces",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Mylar balloons",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Rubber/Rubber Pieces",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Sports Balls",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Waxed Paper Cups/Plates",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
"Misc. Other  (describe)",0,"25.0","44457.0","Miscellaneous","Site 25_09-18-2021/Data for Site #25 09_18_21.xlsx"
