"item","count","station_id_tally","date_tally","material","filename"
"Human Waste/Diapers/TP",0,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Medical waste",0,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Pet Waste",0,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Biohazard Other",0,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"PPO-Latex Gloves",29,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"PPO-Face Masks",13,"22.0","44520.0","Biohazard","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Bricks",0,"22.0","44520.0","Construction","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Concrete/Asphalt",0,"22.0","44520.0","Construction","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Fabricated Wood",9,"22.0","44520.0","Construction","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Rebar",0,"22.0","44520.0","Construction","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Construction Other (describe)",0,"22.0","44520.0","Construction","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Glass Bottles",0,"22.0","44520.0","Glass","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Glass Pieces*",1,"22.0","44520.0","Glass","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Glass Other (describe)",0,"22.0","44520.0","Glass","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Aluminum Foil pieces*",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Aluminum or Steel Cans",25,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Auto Parts",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Batteries - Akaline",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Batteries - Lithium",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Metal Bottle Caps",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Metal Pipe/Bar Segments",2,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Nails, Screws, Bolts, etc.",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Spray Paint Cans",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Wire (barb, chicken, etc.)",1,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Metal Other (describe)",0,"22.0","44520.0","Metal","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Ceramic Pots/Shards",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"E-waste",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Foam rubber",1,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Hose/Hose Pieces",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Mylar balloons",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Rubber/Rubber Pieces",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Sports Balls",1,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Waxed Paper Cups/Plates",0,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
"Misc. Other  (describe)",2,"22.0","44520.0","Miscellaneous","Site 22CITY_11-20-2021 moved trib/Data for Site #22 City moved trib 11-20-21.xlsx"
