"item","count","station_id_tally","date_tally","material","filename","num_buckets","bucket_size_gallons","num_bags","bag_size_gallons","total_small","units_small","large_volume","units_large","station_id_volume","station_id_vegetatedcondition","date_vegetated","banks_percent_ground_cover","banks_percent_understory","banks_percent_trees_roots","banks_percent_bare_ground","banks_percent_total","channel_percent_woody_debris","channel_percent_aquatic_vegetation","channel_percent_algae","channel_percent_no_vegetation_or_woody_debris","channel_percent_total","comments_vegetation","station_id_trashassessment","site_description","site_type","field_crew","date","start_time","start_am_pm","end_time","end_am_pm","start_latitude","end_latitude","start_longitude","end_longitude","watershed","datum","left_bank_access","left_bank_facing","right_bank_access","right_bank_facing","channel_type_1","channel_type_2","channel_type_3","channel_type_4","channel_type_other","is_stream_flowing","reach_length","reach_length_units","wetted_width_a","wetted_width_b","wetted_width_c","wetted_width_units","bankfull_width_a","bankfull_width_b","bankfull_width_c","bankfull_width_units","assessment_width_a","assessment_width_b","assessment_width_c","assessment_width_units","was_trash_picked_up","number_outfalls","outfall_diameter_1","outfall_diameter_2","outfall_diameter_3","outfall_diameter_4","outfall_trash_1","outfall_trash_2","outfall_trash_3","outfall_trash_4","outfall_trash_amount_1","outfall_trash_amount_2","outfall_trash_amount_3","outfall_trash_amount_4","homeless_encampment_in_200_m","comments"
"Soft Plastic Pieces*",0,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Straw/Stirrer",0,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Tarp",0,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Tobacco Wrapper/Pieces",0,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Wrapper/Wrapper Pieces*",3,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Plastic Other (describe)",0,"72","44534","Plastic","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.02","5",NA,NA,"0.1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Natural (Cotton, Wool)",2,"72","44534","Fabric and Cloth","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.2","5",NA,NA,"1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Shoes",0,"72","44534","Fabric and Cloth","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.2","5",NA,NA,"1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Synthetic Fabric",0,"72","44534","Fabric and Cloth","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.2","5",NA,NA,"1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Tent/Sleeping bag",0,"72","44534","Fabric and Cloth","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.2","5",NA,NA,"1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Fabric Other (describe)",0,"72","44534","Fabric and Cloth","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0.2","5",NA,NA,"1","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Furniture/Appliances",0,"72","44534","Large Items","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx",NA,NA,NA,NA,"0","GALLONS","3.5","   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Garbage Bags of Trash",0,"72","44534","Large Items","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx",NA,NA,NA,NA,"0","GALLONS","3.5","   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Shopping Carts",0,"72","44534","Large Items","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx",NA,NA,NA,NA,"0","GALLONS","3.5","   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Tires",1,"72","44534","Large Items","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx",NA,NA,NA,NA,"0","GALLONS","3.5","   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Large Other  (describe)",1,"72","44534","Large Items","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx",NA,NA,NA,NA,"0","GALLONS","3.5","   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Food Waste",0,"72","44534","Biodegradable","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Paper/ cardboard",0,"72","44534","Biodegradable","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Yard Waste/Leaf piles*",0,"72","44534","Biodegradable","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Biodegradable Other (describe)",0,"72","44534","Biodegradable","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Condoms",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Dead Animals",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Human Waste/Diapers/TP",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Medical waste",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Pet Waste",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"Biohazard Other",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"PPO-Latex Gloves",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
"PPO-Face Masks",0,"72","44534","Biohazard","Site 72_12-04-21/Data for Site #72 12-04-21.xlsx","0","5",NA,NA,"0","GALLONS",NA,"   ft3","72","72","44534","0.55000000000000004","0.2","0.2","0.05","1","0.05","0","0","0.95","1",NA,"72","Pinole Ck @ EBMUD Tomato Farm; downstream of culvert","probabilistic","Damien Mary Kent Ann Lisa","44534","0.42708333333333331","AM","0.44097222222222227","AM","37.968200000000003","37.969499999999996","-122.2184","-122.21850000000001","Pinole Creek","GoogleEarth (NAD 83)","MODERATE","(Facing Downstream)","MODERATE","(Facing Downstream)","Natural","No addtional types","No addtional types","No addtional types","no others","NO","98","ft","0","0","9","ft","17","21","16","ft","17","21","16","ft","YES","0","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","NO","NO","NO","NO","no trash","no trash","no trash","no trash","NO","Wetted width is 0' at 2 transects because there are only isolated pools"
